Date,High,Low,Open,Close,Volume,Adj Close
2019-02-14,18.139999389648438,17.209999084472656,17.739999771118164,17.280000686645508,16669400,17.280000686645508
2019-02-15,18.049999237060547,17.459999084472656,17.510000228881836,17.979999542236328,17820300,17.979999542236328
2019-02-19,18.079999923706055,17.809999465942383,17.989999771118164,18.020000457763672,10049400,18.020000457763672
2019-02-20,18.049999237060547,17.360000610351562,17.899999618530273,17.399999618530273,14005700,17.399999618530273
2019-02-21,17.579999923706055,17.18000030517578,17.40999984741211,17.25,8584200,17.25
2019-02-22,17.360000610351562,17.170000076293945,17.25,17.25,7011200,17.25
2019-02-25,17.899999618530273,17.399999618530273,17.450000762939453,17.600000381469727,11220300,17.600000381469727
2019-02-26,17.610000610351562,16.940000534057617,17.56999969482422,16.940000534057617,12321500,16.940000534057617
2019-02-27,17.479999542236328,16.93000030517578,16.989999771118164,17.0,9488800,17.0
2019-02-28,17.15999984741211,16.780000686645508,16.959999084472656,16.829999923706055,8651000,16.829999923706055
2019-03-01,17.170000076293945,16.93000030517578,17.030000686645508,17.079999923706055,6540700,17.079999923706055
2019-03-04,17.229999542236328,16.75,17.200000762939453,16.75,7219500,16.75
2019-03-05,16.799999237060547,16.18000030517578,16.780000686645508,16.729999542236328,15269800,16.729999542236328
2019-03-06,16.559999465942383,15.949999809265137,16.469999313354492,15.970000267028809,12007000,15.970000267028809
2019-03-07,16.190000534057617,15.770000457763672,16.110000610351562,16.0,14510900,16.0
2019-03-08,16.030000686645508,15.710000038146973,15.890000343322754,15.75,9275500,15.75
2019-03-11,15.859999656677246,15.59000015258789,15.760000228881836,15.779999732971191,7629700,15.779999732971191
2019-03-12,15.890000343322754,15.65999984741211,15.819999694824219,15.680000305175781,7946300,15.680000305175781
2019-03-13,16.299999237060547,15.670000076293945,15.710000038146973,16.229999542236328,11357900,16.229999542236328
2019-03-14,16.6200008392334,16.030000686645508,16.219999313354492,16.469999313354492,13310900,16.469999313354492
2019-03-15,16.600000381469727,16.25,16.540000915527344,16.510000228881836,6631400,16.510000228881836
2019-03-18,16.709999084472656,16.34000015258789,16.43000030517578,16.639999389648438,9535000,16.639999389648438
2019-03-19,17.049999237060547,16.690000534057617,16.75,16.90999984741211,7043800,16.90999984741211
2019-03-20,17.040000915527344,16.690000534057617,16.8700008392334,16.860000610351562,7545100,16.860000610351562
2019-03-21,17.1299991607666,16.809999465942383,16.809999465942383,17.079999923706055,4352100,17.079999923706055
2019-03-22,17.0,16.329999923706055,17.0,16.329999923706055,13047500,16.329999923706055
2019-03-25,16.270000457763672,15.829999923706055,16.219999313354492,15.899999618530273,8932700,15.899999618530273
2019-03-26,16.209999084472656,15.600000381469727,16.09000015258789,15.930000305175781,11932900,15.930000305175781
2019-03-27,16.309999465942383,15.850000381469727,15.859999656677246,16.0,10201900,16.0
2019-03-28,15.920000076293945,15.479999542236328,15.920000076293945,15.579999923706055,11583700,15.579999923706055
2019-03-29,15.90999984741211,15.649999618530273,15.729999542236328,15.680000305175781,8788200,15.680000305175781
2019-04-01,15.859999656677246,15.630000114440918,15.800000190734863,15.720000267028809,8483800,15.720000267028809
2019-04-02,15.84000015258789,15.0,15.729999542236328,15.029999732971191,17733000,15.029999732971191
2019-04-03,15.25,14.800000190734863,15.199999809265137,14.869999885559082,28849600,14.869999885559082
2019-04-04,15.279999732971191,14.859999656677246,14.899999618530273,15.1899995803833,12029500,15.1899995803833
2019-04-05,15.430000305175781,15.1899995803833,15.390000343322754,15.239999771118164,7476800,15.239999771118164
2019-04-08,15.300000190734863,14.970000267028809,15.279999732971191,15.039999961853027,9883000,15.039999961853027
2019-04-09,15.09000015258789,14.5,15.039999961853027,14.550000190734863,16975800,14.550000190734863
2019-04-10,14.84000015258789,14.40999984741211,14.710000038146973,14.65999984741211,16102000,14.65999984741211
2019-04-11,14.779999732971191,14.359999656677246,14.699999809265137,14.489999771118164,7890200,14.489999771118164
2019-04-12,14.65999984741211,14.270000457763672,14.59000015258789,14.380000114440918,8122100,14.380000114440918
2019-04-15,14.619999885559082,14.300000190734863,14.390000343322754,14.569999694824219,7772200,14.569999694824219
2019-04-16,14.84000015258789,14.600000381469727,14.710000038146973,14.6899995803833,10409700,14.6899995803833
2019-04-17,14.75,14.039999961853027,14.729999542236328,14.220000267028809,12736300,14.220000267028809
2019-04-18,14.520000457763672,14.119999885559082,14.199999809265137,14.359999656677246,7432800,14.359999656677246
2019-04-22,14.920000076293945,14.25,14.350000381469727,14.699999809265137,12484200,14.699999809265137
2019-04-23,15.210000038146973,14.65999984741211,14.899999618530273,14.90999984741211,12658300,14.90999984741211
2019-04-24,15.130000114440918,14.850000381469727,15.050000190734863,15.0,6027900,15.0
2019-04-25,15.270000457763672,14.800000190734863,15.0,15.140000343322754,7757000,15.140000343322754
2019-04-26,15.359999656677246,14.960000038146973,15.180000305175781,15.359999656677246,6502800,15.359999656677246
2019-04-29,15.720000267028809,15.289999961853027,15.390000343322754,15.609999656677246,9869800,15.609999656677246
2019-04-30,15.649999618530273,15.050000190734863,15.569999694824219,15.220000267028809,12428100,15.220000267028809
2019-05-01,15.4399995803833,15.069999694824219,15.279999732971191,15.229999542236328,15065200,15.229999542236328
2019-05-02,15.1899995803833,14.260000228881836,14.460000038146973,14.899999618530273,22128700,14.899999618530273
2019-05-03,15.34000015258789,14.850000381469727,14.880000114440918,15.180000305175781,12637300,15.180000305175781
2019-05-06,14.979999542236328,14.630000114440918,14.8100004196167,14.890000343322754,9599700,14.890000343322754
2019-05-07,14.75,14.359999656677246,14.720000267028809,14.609999656677246,11873400,14.609999656677246
2019-05-08,14.720000267028809,14.220000267028809,14.569999694824219,14.600000381469727,11143100,14.600000381469727
2019-05-09,14.520000457763672,14.15999984741211,14.510000228881836,14.470000267028809,6518800,14.470000267028809
2019-05-10,14.449999809265137,14.149999618530273,14.350000381469727,14.359999656677246,5942000,14.359999656677246
2019-05-13,13.100000381469727,11.899999618530273,13.010000228881836,12.229999542236328,54640000,12.229999542236328
2019-05-14,12.5600004196167,12.09000015258789,12.270000457763672,12.100000381469727,17493700,12.100000381469727
2019-05-15,11.729999542236328,11.260000228881836,11.640000343322754,11.4399995803833,47239200,11.4399995803833
2019-05-16,11.789999961853027,11.279999732971191,11.350000381469727,11.420000076293945,18862300,11.420000076293945
2019-05-17,11.789999961853027,11.319999694824219,11.34000015258789,11.630000114440918,13328300,11.630000114440918
2019-05-20,11.65999984741211,11.399999618530273,11.619999885559082,11.489999771118164,10997700,11.489999771118164
2019-05-21,12.050000190734863,11.579999923706055,11.59000015258789,11.859999656677246,12648500,11.859999656677246
2019-05-22,11.979999542236328,11.420000076293945,11.819999694824219,11.539999961853027,10991600,11.539999961853027
2019-05-23,11.470000267028809,10.970000267028809,11.390000343322754,11.039999961853027,15183200,11.039999961853027
2019-05-24,11.1899995803833,10.819999694824219,11.119999885559082,10.869999885559082,14202100,10.869999885559082
2019-05-28,10.960000038146973,9.25,10.90999984741211,9.520000457763672,64214600,9.520000457763672
2019-05-29,9.800000190734863,8.949999809265137,9.260000228881836,9.699999809265137,34665500,9.699999809265137
2019-05-30,9.869999885559082,8.710000038146973,9.40999984741211,8.84000015258789,43406200,8.84000015258789
2019-05-31,8.789999961853027,8.350000381469727,8.739999771118164,8.649999618530273,25187100,8.649999618530273
2019-06-03,9.289999961853027,8.829999923706055,8.960000038146973,8.899999618530273,26804600,8.899999618530273
2019-06-04,9.640000343322754,9.079999923706055,9.1899995803833,9.529999732971191,21195700,9.529999732971191
2019-06-05,9.720000267028809,9.25,9.699999809265137,9.529999732971191,23429300,9.529999732971191
2019-06-06,9.569999694824219,9.300000190734863,9.520000457763672,9.40999984741211,10613500,9.40999984741211
2019-06-07,9.520000457763672,9.180000305175781,9.449999809265137,9.260000228881836,14771300,9.260000228881836
2019-06-10,9.470000267028809,9.050000190734863,9.079999923706055,9.289999961853027,10428700,9.289999961853027
2019-06-11,9.319999694824219,9.0600004196167,9.25,9.079999923706055,13469600,9.079999923706055
2019-06-12,9.050000190734863,8.25,9.029999732971191,8.710000038146973,26613800,8.710000038146973
2019-06-13,8.970000267028809,8.539999961853027,8.739999771118164,8.609999656677246,15707200,8.609999656677246
2019-06-14,8.640000343322754,8.1899995803833,8.609999656677246,8.239999771118164,17205900,8.239999771118164
2019-06-17,8.40999984741211,7.960000038146973,8.199999809265137,8.199999809265137,16543700,8.199999809265137
2019-06-18,8.539999961853027,8.15999984741211,8.180000305175781,8.359999656677246,15532400,8.359999656677246
2019-06-19,8.479999542236328,8.140000343322754,8.359999656677246,8.180000305175781,16368500,8.180000305175781
2019-06-20,8.520000457763672,8.0600004196167,8.279999732971191,8.119999885559082,19907800,8.119999885559082
2019-06-21,8.510000228881836,7.960000038146973,8.15999984741211,8.449999809265137,17997300,8.449999809265137
2019-06-24,8.609999656677246,8.1899995803833,8.609999656677246,8.25,16491700,8.25
2019-06-25,8.979999542236328,8.180000305175781,8.390000343322754,8.8100004196167,33415400,8.8100004196167
2019-06-26,8.970000267028809,8.579999923706055,8.850000381469727,8.890000343322754,16043500,8.890000343322754
2019-06-27,9.140000343322754,8.800000190734863,8.899999618530273,9.079999923706055,15907400,9.079999923706055
2019-06-28,9.390000343322754,9.0600004196167,9.199999809265137,9.229999542236328,17754200,9.229999542236328
2019-07-01,9.539999961853027,9.220000267028809,9.430000305175781,9.319999694824219,15032600,9.319999694824219
2019-07-02,9.479999542236328,9.239999771118164,9.34000015258789,9.430000305175781,11441000,9.430000305175781
2019-07-03,9.6899995803833,9.5,9.550000190734863,9.600000381469727,10182200,9.600000381469727
2019-07-05,10.029999732971191,9.380000114440918,9.789999961853027,9.470000267028809,21178700,9.470000267028809
2019-07-08,9.59000015258789,9.069999694824219,9.40999984741211,9.170000076293945,17711600,9.170000076293945
2019-07-09,9.420000076293945,8.90999984741211,9.0,9.369999885559082,12080900,9.369999885559082
2019-07-10,9.279999732971191,8.970000267028809,9.25,9.180000305175781,17071000,9.180000305175781
2019-07-11,9.199999809265137,8.850000381469727,9.1899995803833,8.970000267028809,17389100,8.970000267028809
2019-07-12,9.319999694824219,8.90999984741211,8.970000267028809,9.25,11134400,9.25
2019-07-15,8.880000114440918,8.300000190734863,8.84000015258789,8.5600004196167,32314000,8.5600004196167
2019-07-16,8.59000015258789,8.180000305175781,8.520000457763672,8.199999809265137,16525600,8.199999809265137
2019-07-17,8.15999984741211,7.809999942779541,8.149999618530273,8.109999656677246,33048600,8.109999656677246
2019-07-18,8.0600004196167,7.670000076293945,8.029999732971191,7.829999923706055,20605700,7.829999923706055
2019-07-19,8.0,7.760000228881836,7.869999885559082,7.909999847412109,17325900,7.909999847412109
2019-07-22,7.849999904632568,7.460000038146973,7.840000152587891,7.690000057220459,25723400,7.690000057220459
2019-07-23,7.869999885559082,7.610000133514404,7.650000095367432,7.679999828338623,14796400,7.679999828338623
2019-07-24,8.079999923706055,7.679999828338623,7.710000038146973,8.0,15520900,8.0
2019-07-25,8.029999732971191,7.570000171661377,8.0,7.599999904632568,18728500,7.599999904632568
2019-07-26,7.679999828338623,7.480000019073486,7.619999885559082,7.539999961853027,20320500,7.539999961853027
2019-07-29,7.960000038146973,7.630000114440918,7.829999923706055,7.860000133514404,25297100,7.860000133514404
2019-07-30,7.96999979019165,7.679999828338623,7.849999904632568,7.909999847412109,14081800,7.909999847412109
2019-07-31,8.140000343322754,7.849999904632568,7.940000057220459,7.929999828338623,13542900,7.929999828338623
2019-08-01,8.15999984741211,7.78000020980835,7.96999979019165,7.829999923706055,14010000,7.829999923706055
2019-08-02,7.989999771118164,7.679999828338623,7.769999980926514,7.860000133514404,10377900,7.860000133514404
2019-08-05,7.909999847412109,7.53000020980835,7.800000190734863,7.829999923706055,15067200,7.829999923706055
2019-08-06,7.880000114440918,6.929999828338623,7.829999923706055,7.059999942779541,47555800,7.059999942779541
2019-08-07,7.380000114440918,6.340000152587891,6.590000152587891,7.289999961853027,55548400,7.289999961853027
2019-08-08,7.420000076293945,6.599999904632568,7.090000152587891,7.289999961853027,30428900,7.289999961853027
2019-08-09,7.28000020980835,6.949999809265137,7.28000020980835,7.019999980926514,19923700,7.019999980926514
2019-08-12,7.199999809265137,6.960000038146973,7.019999980926514,7.019999980926514,14694500,7.019999980926514
2019-08-13,7.340000152587891,6.960000038146973,7.0,7.039999961853027,17544100,7.039999961853027
2019-08-14,6.849999904632568,6.28000020980835,6.849999904632568,6.300000190734863,40024800,6.300000190734863
2019-08-15,6.400000095367432,6.070000171661377,6.389999866485596,6.159999847412109,22426700,6.159999847412109
2019-08-16,6.440000057220459,6.079999923706055,6.210000038146973,6.409999847412109,17853100,6.409999847412109
2019-08-19,6.820000171661377,6.480000019073486,6.5,6.710000038146973,16972100,6.710000038146973
2019-08-20,7.389999866485596,6.75,6.769999980926514,7.010000228881836,32606800,7.010000228881836
2019-08-21,7.53000020980835,7.059999942779541,7.210000038146973,7.449999809265137,26065100,7.449999809265137
2019-08-22,7.550000190734863,7.130000114440918,7.480000019073486,7.260000228881836,13689800,7.260000228881836
2019-08-23,7.380000114440918,7.010000228881836,7.21999979019165,7.050000190734863,15300500,7.050000190734863
2019-08-26,7.599999904632568,7.179999828338623,7.199999809265137,7.420000076293945,22466600,7.420000076293945
2019-08-27,7.670000076293945,6.670000076293945,7.619999885559082,6.710000038146973,44216500,6.710000038146973
2019-08-28,7.050000190734863,6.599999904632568,6.769999980926514,6.960000038146973,16733000,6.960000038146973
2019-08-29,7.159999847412109,6.909999847412109,7.039999961853027,6.96999979019165,19299700,6.96999979019165
2019-08-30,7.050000190734863,6.739999771118164,7.0,6.900000095367432,14771000,6.900000095367432
2019-09-03,6.980000019073486,6.710000038146973,6.920000076293945,6.949999809265137,14052300,6.949999809265137
2019-09-04,7.099999904632568,6.880000114440918,7.019999980926514,7.099999904632568,16433500,7.099999904632568
2019-09-05,6.980000019073486,6.389999866485596,6.800000190734863,6.889999866485596,36387900,6.889999866485596
2019-09-06,7.289999961853027,6.820000171661377,6.829999923706055,7.010000228881836,22149300,7.010000228881836
2019-09-09,7.440000057220459,6.960000038146973,6.960000038146973,7.440000057220459,18653600,7.440000057220459
2019-09-10,8.229999542236328,7.369999885559082,7.400000095367432,8.130000114440918,45184100,8.130000114440918
2019-09-11,8.489999771118164,7.96999979019165,8.109999656677246,8.319999694824219,33057200,8.319999694824219
2019-09-12,8.239999771118164,7.96999979019165,8.170000076293945,8.180000305175781,17496400,8.180000305175781
2019-09-13,8.449999809265137,7.849999904632568,8.25,7.940000057220459,19466100,7.940000057220459
2019-09-16,8.170000076293945,7.829999923706055,7.849999904632568,8.039999961853027,16487300,8.039999961853027
2019-09-17,8.100000381469727,7.71999979019165,8.050000190734863,7.920000076293945,13897900,7.920000076293945
2019-09-18,8.0,7.75,7.980000019073486,7.789999961853027,9776900,7.789999961853027
2019-09-19,7.849999904632568,7.519999980926514,7.820000171661377,7.53000020980835,12794500,7.53000020980835
2019-09-20,7.699999809265137,7.380000114440918,7.570000171661377,7.449999809265137,17948600,7.449999809265137
2019-09-23,7.429999828338623,7.070000171661377,7.329999923706055,7.190000057220459,15683900,7.190000057220459
2019-09-24,7.170000076293945,6.940000057220459,7.159999847412109,7.039999961853027,13835400,7.039999961853027
2019-09-25,7.079999923706055,6.860000133514404,6.96999979019165,6.960000038146973,11214100,6.960000038146973
2019-09-26,7.010000228881836,6.5,6.96999979019165,6.539999961853027,20996500,6.539999961853027
2019-09-27,7.099999904632568,6.550000190734863,6.639999866485596,6.920000076293945,17325900,6.920000076293945
2019-09-30,6.929999828338623,6.699999809265137,6.920000076293945,6.880000114440918,8557000,6.880000114440918
2019-10-01,7.369999885559082,6.690000057220459,6.96999979019165,6.760000228881836,18115300,6.760000228881836
2019-10-02,7.03000020980835,6.599999904632568,6.730000019073486,6.980000019073486,16319200,6.980000019073486
2019-10-03,7.039999961853027,6.690000057220459,6.960000038146973,7.039999961853027,15683800,7.039999961853027
2019-10-04,7.130000114440918,6.880000114440918,7.039999961853027,6.96999979019165,8664400,6.96999979019165
2019-10-07,7.150000095367432,6.929999828338623,6.929999828338623,6.980000019073486,10952500,6.980000019073486
2019-10-08,6.96999979019165,6.53000020980835,6.960000038146973,6.53000020980835,19556800,6.53000020980835
2019-10-09,6.650000095367432,6.440000057220459,6.599999904632568,6.539999961853027,10576900,6.539999961853027
2019-10-10,6.840000152587891,6.599999904632568,6.599999904632568,6.739999771118164,12000100,6.739999771118164
2019-10-11,6.989999771118164,6.699999809265137,6.71999979019165,6.900000095367432,12473300,6.900000095367432
2019-10-14,6.900000095367432,6.659999847412109,6.900000095367432,6.730000019073486,8181400,6.730000019073486
2019-10-15,7.090000152587891,6.619999885559082,6.699999809265137,6.96999979019165,13269500,6.96999979019165
2019-10-16,7.579999923706055,6.860000133514404,7.199999809265137,6.949999809265137,45670400,6.949999809265137
2019-10-17,7.769999980926514,7.130000114440918,7.170000076293945,7.769999980926514,46202700,7.769999980926514
2019-10-18,7.880000114440918,7.409999847412109,7.659999847412109,7.5,20853400,7.5
2019-10-21,8.949999809265137,7.5,7.53000020980835,8.149999618530273,77268100,8.149999618530273
2019-10-22,8.329999923706055,7.840000152587891,8.329999923706055,8.029999732971191,27015200,8.029999732971191
2019-10-23,8.050000190734863,7.679999828338623,8.039999961853027,7.929999828338623,27614700,7.929999828338623
2019-10-24,8.199999809265137,7.730000019073486,7.949999809265137,8.15999984741211,26112300,8.15999984741211
2019-10-25,8.199999809265137,7.940000057220459,8.100000381469727,8.029999732971191,12192200,8.029999732971191
2019-10-28,8.3100004196167,8.050000190734863,8.0600004196167,8.170000076293945,16378400,8.170000076293945
